repair_attempt_id,repair_row_id,variant,warm_start,target_factor,truth_model,study_scenario,background_toy_index,mass_GeV,optimizer_seed,optimizer_restarts,attempt_path,result_path,result_sha256,lml,ls_opt,ls_init,const_opt,kernel_constant_init,kernel_ls_init,actual_fit,interpolation_used
repair__f20__gengamma__2021_10pct__t0009__m050__salt_01,repair__f20__gengamma__2021_10pct__t0009__m050,salt_01,False,20,gengamma,2021_10pct,9,0.05,1241669590,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct/toy_0009/m050MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct/toy_0009/m050MeV/salt_01/attempt_001/repair_row_enriched.csv,d2cf5cfa1185975fc18efaa2f736a7bc2f69dbd4e97c8d46eb6fb745c9ab559e,1636.5197514945432,0.3216126173099206,0.1834371325196424,340.2185894520794,1.0,0.1834371325196424,True,False
repair__f20__gengamma__2021_10pct__t0009__m050__salt_02,repair__f20__gengamma__2021_10pct__t0009__m050,salt_02,False,20,gengamma,2021_10pct,9,0.05,3840784847,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct/toy_0009/m050MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct/toy_0009/m050MeV/salt_02/attempt_001/repair_row_enriched.csv,16964fc2cea4aea39c6b02d43659244b69b4e102629c6104e9a7f18e29757b47,1636.5197515519849,0.3216738174955578,0.1834371325196424,340.706732475048,1.0,0.1834371325196424,True,False
repair__f20__gengamma__2021_10pct__t0009__m050__salt_03,repair__f20__gengamma__2021_10pct__t0009__m050,salt_03,False,20,gengamma,2021_10pct,9,0.05,319834903,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct/toy_0009/m050MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct/toy_0009/m050MeV/salt_03/attempt_001/repair_row_enriched.csv,26ccf452c07b1fd18fca33c014f7cc41987fc3dc9a1e47f32b18602c0fe6dd6a,1636.5197565893684,0.3216539430723518,0.1834371325196424,340.55369490722205,1.0,0.1834371325196424,True,False
repair__f20__gengamma__2021_10pct__t0009__m050__warm,repair__f20__gengamma__2021_10pct__t0009__m050,warm,True,20,gengamma,2021_10pct,9,0.05,276064959,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct/toy_0009/m050MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct/toy_0009/m050MeV/warm/attempt_001/repair_row_enriched.csv,86fb7e05f0ae3b3c9da90c1727b7788fb9e2a09208f8b49f2268a8b174f007c3,1636.519757834861,0.3216482392487544,0.1834371325196424,340.4413999772308,1.0,0.2050889489557788,True,False
repair__f20__gengamma__2021_10pct__t0009__m070__salt_01,repair__f20__gengamma__2021_10pct__t0009__m070,salt_01,False,20,gengamma,2021_10pct,9,0.07,3462921958,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct/toy_0009/m070MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct/toy_0009/m070MeV/salt_01/attempt_001/repair_row_enriched.csv,6fb51e3facbf0c37c4f49e8e16214f7bcb956c95f8c25f2e46c46241e03f143c,1607.3292961587902,0.3377937536053419,0.1433758239347319,799.0689506060379,1.0,0.1433758239347319,True,False
repair__f20__gengamma__2021_10pct__t0009__m070__salt_02,repair__f20__gengamma__2021_10pct__t0009__m070,salt_02,False,20,gengamma,2021_10pct,9,0.07,2340231502,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct/toy_0009/m070MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct/toy_0009/m070MeV/salt_02/attempt_001/repair_row_enriched.csv,20cdde927fe78b960e9e811ac5bc86fc60c51721fc302f6d70df00886765dcaf,1607.329252590436,0.3379088635290699,0.1433758239347319,803.2187779965001,1.0,0.1433758239347319,True,False
repair__f20__gengamma__2021_10pct__t0009__m070__salt_03,repair__f20__gengamma__2021_10pct__t0009__m070,salt_03,False,20,gengamma,2021_10pct,9,0.07,3283037753,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct/toy_0009/m070MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct/toy_0009/m070MeV/salt_03/attempt_001/repair_row_enriched.csv,bca2970f65e1db548cf6b4eb632502abb65e8c4628d1b1bc214c321f9141fcc5,1545.781732528654,0.4291403990900047,0.1433758239347319,735.1912617955377,1.0,0.1433758239347319,True,False
repair__f20__gengamma__2021_10pct__t0009__m070__warm,repair__f20__gengamma__2021_10pct__t0009__m070,warm,True,20,gengamma,2021_10pct,9,0.07,1030671157,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct/toy_0009/m070MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct/toy_0009/m070MeV/warm/attempt_001/repair_row_enriched.csv,e29b7b8bf5bb2a7f4358b3e6ca8ec272b7be25bf26a53aae840dc522be06de47,1607.3292854530043,0.3377945288687295,0.1433758239347319,799.3391763412977,1.0,0.160299044324051,True,False
repair__f20__gengamma__2021_10pct_x10__t0002__m050__salt_01,repair__f20__gengamma__2021_10pct_x10__t0002__m050,salt_01,False,20,gengamma,2021_10pct_x10,2,0.05,3736435578,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0002/m050MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0002/m050MeV/salt_01/attempt_001/repair_row_enriched.csv,67d31013569206f135df785f453fcfeace2f126b6bbe7e1652399d7108f8ca1e,2085.424903241844,0.2870225176390272,0.1834371325196424,426.35489788110954,1.0,0.1834371325196424,True,False
repair__f20__gengamma__2021_10pct_x10__t0002__m050__salt_02,repair__f20__gengamma__2021_10pct_x10__t0002__m050,salt_02,False,20,gengamma,2021_10pct_x10,2,0.05,2364618355,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0002/m050MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0002/m050MeV/salt_02/attempt_001/repair_row_enriched.csv,87562407389fd708f5cd37acf1ac4e14b5b1a3541e81edb3bc734e6109ae7e21,2085.424879923887,0.2870063141113992,0.1834371325196424,426.0748247056366,1.0,0.1834371325196424,True,False
repair__f20__gengamma__2021_10pct_x10__t0002__m050__salt_03,repair__f20__gengamma__2021_10pct_x10__t0002__m050,salt_03,False,20,gengamma,2021_10pct_x10,2,0.05,2699974301,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0002/m050MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0002/m050MeV/salt_03/attempt_001/repair_row_enriched.csv,cac12508300624f5ea6d2348c09be6c161e5facbc5499326f8b9f5a9d6723b34,2085.424901633661,0.2870098611167172,0.1834371325196424,425.95448387684417,1.0,0.1834371325196424,True,False
repair__f20__gengamma__2021_10pct_x10__t0002__m050__warm,repair__f20__gengamma__2021_10pct_x10__t0002__m050,warm,True,20,gengamma,2021_10pct_x10,2,0.05,2938660735,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0002/m050MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0002/m050MeV/warm/attempt_001/repair_row_enriched.csv,92c8f8c919ae48214f78235bdc43d2342146659fb3bd9e11c427ae094e052d63,2085.4249358008055,0.2870085594745409,0.1834371325196424,426.1142688877506,426.4848730298145,0.2870234496074458,True,False
repair__f20__gengamma__2021_10pct_x10__t0006__m150__salt_01,repair__f20__gengamma__2021_10pct_x10__t0006__m150,salt_01,False,20,gengamma,2021_10pct_x10,6,0.15,965777684,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0006/m150MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0006/m150MeV/salt_01/attempt_001/repair_row_enriched.csv,dcc20a53239ea40132b64ca2f26d0fdef2981e28e56ec153aa57835e9cbbc60a,1988.1407298757756,0.3161485380170698,0.1104520789968848,1075.196917004148,1.0,0.1104520789968848,True,False
repair__f20__gengamma__2021_10pct_x10__t0006__m150__salt_02,repair__f20__gengamma__2021_10pct_x10__t0006__m150,salt_02,False,20,gengamma,2021_10pct_x10,6,0.15,2809718740,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0006/m150MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0006/m150MeV/salt_02/attempt_001/repair_row_enriched.csv,a0e6dabef47147a96963fd34b651ad61ca2bac7b760c5a5651807c0991506e40,1988.140821619763,0.3161467755004388,0.1104520789968848,1074.3814944257326,1.0,0.1104520789968848,True,False
repair__f20__gengamma__2021_10pct_x10__t0006__m150__salt_03,repair__f20__gengamma__2021_10pct_x10__t0006__m150,salt_03,False,20,gengamma,2021_10pct_x10,6,0.15,3417122072,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0006/m150MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0006/m150MeV/salt_03/attempt_001/repair_row_enriched.csv,a9b6c8ff508571f64e103d680ef8269386565405ffee9212a540babb57bbd9e9,1988.1407175692848,0.3162500432679901,0.1104520789968848,1082.078619167337,1.0,0.1104520789968848,True,False
repair__f20__gengamma__2021_10pct_x10__t0006__m150__warm,repair__f20__gengamma__2021_10pct_x10__t0006__m150,warm,True,20,gengamma,2021_10pct_x10,6,0.15,2583707862,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0006/m150MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0006/m150MeV/warm/attempt_001/repair_row_enriched.csv,396a1f209944c602e1bcb679e28f5d5f78968114d3f46e1932a4d6b9deda7776,1988.140759352097,0.3161519166848304,0.1104520789968848,1075.0825101185994,1.3403091724181615,0.1787139026875025,True,False
repair__f20__gengamma__2021_10pct_x10__t0008__m190__salt_01,repair__f20__gengamma__2021_10pct_x10__t0008__m190,salt_01,False,20,gengamma,2021_10pct_x10,8,0.19,448117753,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0008/m190MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0008/m190MeV/salt_01/attempt_001/repair_row_enriched.csv,1473bdc070049332982826c81bb40f2988ba2f0174ed51a57011cd89bf56d1cf,1132.8638706516335,0.1143031714691697,0.1143031714691697,1.0,1.0,0.1143031714691697,True,False
repair__f20__gengamma__2021_10pct_x10__t0008__m190__salt_02,repair__f20__gengamma__2021_10pct_x10__t0008__m190,salt_02,False,20,gengamma,2021_10pct_x10,8,0.19,927127357,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0008/m190MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0008/m190MeV/salt_02/attempt_001/repair_row_enriched.csv,3cda8781565c8faf4c54d05cdf76336d92f5662c1da11a1c1d590ea2e75de6fd,1966.6799821442069,0.3598702312052634,0.1143031714691697,5295.008488942845,1.0,0.1143031714691697,True,False
repair__f20__gengamma__2021_10pct_x10__t0008__m190__salt_03,repair__f20__gengamma__2021_10pct_x10__t0008__m190,salt_03,False,20,gengamma,2021_10pct_x10,8,0.19,1289554877,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0008/m190MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0008/m190MeV/salt_03/attempt_001/repair_row_enriched.csv,8289593a9129cba3131b5b5dd612535f10f9e050f31a19e6e91b5a13498de9cd,1966.680357273534,0.359832018748299,0.1143031714691697,5285.632338161793,1.0,0.1143031714691697,True,False
repair__f20__gengamma__2021_10pct_x10__t0008__m190__warm,repair__f20__gengamma__2021_10pct_x10__t0008__m190,warm,True,20,gengamma,2021_10pct_x10,8,0.19,2156695661,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0008/m190MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_10pct_x10/toy_0008/m190MeV/warm/attempt_001/repair_row_enriched.csv,f3070f069d64049fecf7808e95f73c5ef9f6dde4d44d766129b0677968cd4f32,1966.680288033776,0.3591811209603307,0.1143031714691697,5112.8505665860885,5112.8505665860885,0.3591811209603307,True,False
repair__f20__gengamma__2021_1pct__t0000__m130__salt_01,repair__f20__gengamma__2021_1pct__t0000__m130,salt_01,False,20,gengamma,2021_1pct,0,0.13,476683244,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m130MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m130MeV/salt_01/attempt_001/repair_row_enriched.csv,73b2887e667e5e466f57adc2c826c2b0fd82db7d2841a2e8498ca4e8b6be5b0c,1125.1649620173537,0.2864651417306683,0.1112681172956031,77.3960609202911,1.0,0.1112681172956031,True,False
repair__f20__gengamma__2021_1pct__t0000__m130__salt_02,repair__f20__gengamma__2021_1pct__t0000__m130,salt_02,False,20,gengamma,2021_1pct,0,0.13,3781125625,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m130MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m130MeV/salt_02/attempt_001/repair_row_enriched.csv,4a571f73f8914d608c01328581f5d9b01b559a203ef89aae1be0ea135e131f61,1125.164961988595,0.2864661321448161,0.1112681172956031,77.39622918620296,1.0,0.1112681172956031,True,False
repair__f20__gengamma__2021_1pct__t0000__m130__salt_03,repair__f20__gengamma__2021_1pct__t0000__m130,salt_03,False,20,gengamma,2021_1pct,0,0.13,2684523053,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m130MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m130MeV/salt_03/attempt_001/repair_row_enriched.csv,3509efcfdd25f4ad183560592e15922b697a149fdcf98a19c75e16fec7bb7dc6,1125.164962075428,0.2864659923818776,0.1112681172956031,77.3961239832971,1.0,0.1112681172956031,True,False
repair__f20__gengamma__2021_1pct__t0000__m130__warm,repair__f20__gengamma__2021_1pct__t0000__m130,warm,True,20,gengamma,2021_1pct,0,0.13,2093583796,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m130MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m130MeV/warm/attempt_001/repair_row_enriched.csv,64459feba50e84adb4399718fff88e82f3b34abbe52d5a07c69a6f9e7edde3d3,1125.1649620252942,0.2864653642223607,0.1112681172956031,77.38684465713581,77.39615370431973,0.2864660001500889,True,False
repair__f20__gengamma__2021_1pct__t0000__m210__salt_01,repair__f20__gengamma__2021_1pct__t0000__m210,salt_01,False,20,gengamma,2021_1pct,0,0.21,2054003446,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m210MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m210MeV/salt_01/attempt_001/repair_row_enriched.csv,1b940d64d5b5c7c45c8c3a0c475995eb7ccfb3c0d938b9e7bc9f52f9aed99de0,1098.736787000775,0.2878298985052899,0.1179228418652972,78.9307685970408,1.0,0.1179228418652972,True,False
repair__f20__gengamma__2021_1pct__t0000__m210__salt_02,repair__f20__gengamma__2021_1pct__t0000__m210,salt_02,False,20,gengamma,2021_1pct,0,0.21,1923319308,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m210MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m210MeV/salt_02/attempt_001/repair_row_enriched.csv,f8ece9652940f1f930d5de3ff68f9f2215fa40fa994ff5a4958abba4bd83c654,1084.6725590533554,0.4766313962940973,0.1179228418652972,50.928634011660314,1.0,0.1179228418652972,True,False
repair__f20__gengamma__2021_1pct__t0000__m210__salt_03,repair__f20__gengamma__2021_1pct__t0000__m210,salt_03,False,20,gengamma,2021_1pct,0,0.21,4012246006,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m210MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m210MeV/salt_03/attempt_001/repair_row_enriched.csv,1435b98469c73cc421248b54278db98bc3ba7e93c180025082f789869f55255e,1098.7367873080864,0.287829541513364,0.1179228418652972,78.92865489780617,1.0,0.1179228418652972,True,False
repair__f20__gengamma__2021_1pct__t0000__m210__warm,repair__f20__gengamma__2021_1pct__t0000__m210,warm,True,20,gengamma,2021_1pct,0,0.21,2600382254,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m210MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m210MeV/warm/attempt_001/repair_row_enriched.csv,a0e8c3ac69d214fa7e3f80730c0679b2da9f9a8c3e49d990479a2f24f410a6f2,1098.7367872828338,0.2878298920787642,0.1179228418652972,78.93089906253992,78.93035354110205,0.2878297434132784,True,False
repair__f20__gengamma__2021_1pct__t0000__m230__salt_01,repair__f20__gengamma__2021_1pct__t0000__m230,salt_01,False,20,gengamma,2021_1pct,0,0.23,1747196844,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m230MeV/salt_01/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m230MeV/salt_01/attempt_001/repair_row_enriched.csv,8f83d381ecab5c24b07faea980a4b758133f11dc965fdc6ff63b5a61712070f4,1098.1165675262218,0.2874051763283004,0.1222760529771473,78.56579987343969,1.0,0.1222760529771473,True,False
repair__f20__gengamma__2021_1pct__t0000__m230__salt_02,repair__f20__gengamma__2021_1pct__t0000__m230,salt_02,False,20,gengamma,2021_1pct,0,0.23,1393554287,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m230MeV/salt_02/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m230MeV/salt_02/attempt_001/repair_row_enriched.csv,7bc422ce246e1871204c51ef76314ce69715f83f32a91e3c1b30b3db485cfbe1,1098.1165675823372,0.2874045224541359,0.1222760529771473,78.56348675655455,1.0,0.1222760529771473,True,False
repair__f20__gengamma__2021_1pct__t0000__m230__salt_03,repair__f20__gengamma__2021_1pct__t0000__m230,salt_03,False,20,gengamma,2021_1pct,0,0.23,2599876283,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m230MeV/salt_03/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m230MeV/salt_03/attempt_001/repair_row_enriched.csv,7d8e02e5a240b3f66a3fe2b3d5ace66b14a91cbf05ba1164e318afdaf77ab5e3,1083.836043403977,0.4758324651904729,0.1222760529771473,51.02917980854749,1.0,0.1222760529771473,True,False
repair__f20__gengamma__2021_1pct__t0000__m230__warm,repair__f20__gengamma__2021_1pct__t0000__m230,warm,True,20,gengamma,2021_1pct,0,0.23,1925631757,12,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m230MeV/warm/attempt_001,/Users/emryspeets/Desktop/gp_mods/hps-gpr-emrys-validation_workflow/study_results/v4p1_2021_ls_exposure_ensembles_20260804/runs/scan_repairs/f20/gengamma/2021_1pct/toy_0000/m230MeV/warm/attempt_001/repair_row_enriched.csv,6e29cacf6b74bbe94729b2155e85641c2edfdffd90c2375c05dfe2a5832a8082,1098.1165677584183,0.2874035739978192,0.1222760529771473,78.56796873403668,78.56796873403668,0.2874035739978192,True,False
